lat,lon
51.92948715124411,4.445445163034332
51.929655590944755,4.444031250706538
51.92991388607793,4.442615438339148
51.93017263204558,4.441257760696704
51.93061204423297,4.440012580389262
51.93123224342903,4.438894423698043
51.93194394780905,4.4379778728401895
51.93265623238772,4.437133985492589
51.933368393174135,4.4362755326029335
51.93408042984767,4.435402513487314
51.93479222426305,4.434500388263189
51.93550389368196,4.433583694991478
51.93621579190338,4.432696051949239
51.93692827403424,4.4318810801431665
51.93773026776124,4.431020548943627
51.93844261963895,4.430190982628133
51.93915484706753,4.429346849366855
51.93986706829846,4.428502689296611
51.9406691553525,4.427656582348743
51.94138148293527,4.426826908233402
51.942093685648786,4.425982666227426
51.942806001146366,4.425152939168671
51.94360806347869,4.424306716825752
51.94432024767082,4.4234623928724845
51.94503254495918,4.422632584575022
51.9457447168545,4.421788207213006
51.94654687385789,4.420956412154048
51.94725915303632,4.420126522834171
51.94797130650867,4.419282063733583
51.94868357359509,4.418452121450662
51.94948558646188,4.417605668250946
51.950197721402276,4.416761127172502
51.950909850138515,4.415916559266563
51.95162233337145,4.415115598276997
51.952425524874,4.414414478263761
51.95322919365155,4.413771513484548
51.95403297924302,4.4131430709673625
51.95483676132876,4.412514605871377
51.95564053990845,4.411886118195305
51.956444194268755,4.411243061807237
51.95733771640875,4.410598027168786
51.958141484287815,4.409969469924042
51.95894524865956,4.409340890093944
51.95974888849313,4.408697740484562
51.96055264577089,4.408069115221605
51.96135652072774,4.407455015078659
51.96216027106707,4.406826344894278
51.96296401789751,4.4061976521181085
51.96376763979613,4.405554388264683
51.96457137952943,4.4049256500427445
51.9653751157529,4.404296889225147
51.966178848466214,4.403668105810606
51.96698257766907,4.4030392997978325
51.96778630336115,4.402410471185538
51.96867989665025,4.401779646515041
51.969483493321974,4.401136221072482
51.97028720837729,4.400507323089762
51.971091408432514,4.399936605856815
51.971896583081794,4.399482276870162
51.97279236023527,4.399113260605714
51.97368813607919,4.398744229493238
51.97458391061336,4.398375183531735
51.97538969053245,4.397993551900854
51.97628546241983,4.397624476740001
51.977181110534936,4.3972408339227576
51.97798700887582,4.396873712596555
51.97888277680493,4.396504593378661
51.97977854342311,4.396135459305848
51.98058443790899,4.395768296570522
51.981480201924505,4.395399133576241
51.98237596462851,4.395029955724105
51.98327172602081,4.394660763013116
51.984077615358004,4.394293544792408
51.98497325126574,4.393909767831617
51.98586900869516,4.3935405310403945
51.98667489412754,4.393173271131635
51.98757064895165,4.392804005405663
51.988466279395354,4.39242016836588
51.98927203780587,4.392038310051774
51.990167788617825,4.391668999941772
51.991063538116315,4.3912996749640705
51.991959286301146,4.390930335117667
51.992765162625176,4.3905629777312205
51.99366090820205,4.390193608936753
51.99455665246469,4.389824225270646
51.995362524924666,4.389456826429581
51.99625814309016,4.38907285484309
51.99715388338244,4.388703427059139
51.997959751930665,4.388335986495091
51.99885548961274,4.387966529751715
51.99975122597939,4.387597058130809
52.00064696103043,4.387227571631371
52.00145270064779,4.386845514864531
52.00234830922448,4.386461438173355
52.00324379252401,4.3860627847970175
52.004049280107424,4.385651561698238
52.00494339659329,4.385092697292124
52.00565665317301,4.3844067727889025
52.00645878250156,4.383602316483256
52.007170787426126,4.3827707200787325
52.00788266194871,4.3819245344990225
52.00868440036812,4.381076304735478
52.00939613780883,4.380215500381101
52.010107993509095,4.3793692320817525
52.01081971817172,4.378508373203771
52.01153168621799,4.377676614721553
52.01233339320759,4.376828239657883
52.01304509883156,4.375967297559159
52.01375692324158,4.375120892679597
52.014468741419016,4.374274460873765
52.01518055336343,4.373428002140453
52.01598210336458,4.372564916427292
52.01669390270763,4.371718401867233
52.01740569581634,4.370871860375939
52.01811735682544,4.370010725952836
52.01882913735882,4.369164130367162
52.01963078134815,4.368315464341537
52.02034254938101,4.367468813144394
52.02105431117735,4.366622135009843
52.02176606673673,4.3657754299366704
52.022477816058725,4.364928697923669
52.02327955529204,4.364094454407035
52.023991292214426,4.363247666997899
52.02470289608424,4.362386284532712
52.0254146204234,4.36153944300689
52.026126338522985,4.360692574535065
52.0269277926503,4.359829049354461
52.027639498134995,4.358982125016881
52.02835107003398,4.358120604446414
52.02906289038128,4.35728819549123
52.02977432202888,4.356412050821225
52.030575999252,4.355577518475473
52.031288312209576,4.354803308535781
52.03209176759438,4.354172705857454
52.03298623979196,4.353671143494241
52.03379199211839,4.353302775041501
52.034688636181784,4.35304888857451
52.03558527954881,4.35279499181878
52.03648192221931,4.352541084773609
52.03737869226753,4.352301739636548
52.03827571788566,4.352091529769012
52.03917261485576,4.351866738575325
52.03997887324342,4.351556578185271
52.04087448685293,4.351186034170899
52.041685230946456,4.351385925345704
52.04232302687804,4.352362392203215
52.04313850534199,4.353101551714024
52.04386334274538,4.353755366198191
52.044679451427264,4.354567449288512
52.04531658255941,4.3554711526904955
52.04604383097021,4.356401962817495
52.04677107202246,4.357332803154645
52.047408563977854,4.358280314529569
52.048046302765385,4.359257004272336
52.04877390257133,4.360231660368709
52.04941137122639,4.361179255381068
52.050138701397245,4.362124819623054
52.050776281582756,4.3630870470568155
52.05141398054618,4.364063878703846
52.052141793603546,4.365067840260474
52.052779476154974,4.366044729906356
52.05350600962783,4.366902979235424
52.05432089181372,4.367584276452291
52.05513577002087,4.368265598401991
52.05586102709689,4.368978146039028
